NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 1

PLBUILD version 3.0G

Bank Information
----------------

Bank name: TKBANK2.BNK

Size of .BNK file including header: 415328 bytes ($65660 bytes)

Size of playlist table: 660 bytes ($294 bytes)

Size of playlist and sound data only: 414534 bytes ($65346 bytes)

Checksum: $5608

Total number of playlists: 98 ($62)

Total number of sound files: 103 ($67)

Average bit rate for bank: 26.5 kbits/sec

Total linear amount of sound: 2:04.485 (min:sec.msec)



Playlist Table

  Dec  Hex   # Trks  Video  Pinball  Description
  50   $0032   1       44.4    50.9  TK: ... he fires!!
  51   $0033   1       31.8    36.5  TK: ... zips it ...
  52   $0034   1       34.7    39.8  TK: ... zings it ...
  53   $0035   1       53.6    61.4  TK: ... he's got a man ...
  54   $0036   1       62.4    71.5  TK: ... wide open #1 ... (pumped)

  57   $0039   1       72.4    83.0  TK: ... he's opeennn!! (pumped)
  58   $003a   1       62.4    71.5  TK: ... he's going loonnggg!! ... (pumped)

  60   $003c   1       43.9    50.4  TK: Why!?!
  61   $003d   1       90.8   104.2  TK: Oooh what a disaster!
  62   $003e   1       49.0    56.2  TK: Bad Decision #2
  63   $003f   1       81.2    93.1  TK: I don't know about that call
  64   $0040   1       91.2   104.6  TK: I don't think he knew what play he called

  67   $0043   1       49.8    57.1  TK: ... I guess not
  68   $0044   1       46.0    52.8  TK: ... maybe not 

  70   $0046   1       47.3    54.2  TK: Kaboom!!
  71   $0047   1       81.6    93.6  TK: Outstanding!
  72   $0048   1       79.1    90.7  TK: Did you see that!?! #2
  73   $0049   1       67.8    77.8  TK: That was pure luck
  74   $004a   1      110.1   126.2  TK: Ooooh did you see that one!
  75   $004b   1       57.3    65.8  TK: Kaboom!! (#2)

  87   $0057   1       72.4    83.0  TK: Beautiful Catch!!
  88   $0058   1       46.9    53.8  TK: Comes up with it!!
  89   $0059   1      103.8   119.0  TK: ... the circus catch!! #2
  90   $005a   1       99.6   114.2  TK: ... with the fingertip grab!
  91   $005b   1       92.5   106.1  TK: .. with the diving catch!
  92   $005c   1       76.6    87.8  TK: Nails the receiver!

  100  $0064   1       93.3   107.0  TK: You can put it on the board!

  102  $0066   1       79.1    90.7  TK: Tacks on the extra point
  103  $0067   1       66.6    76.3  TK: They're goin' for two!
 
NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 3


Playlist Table (continued)

  Dec  Hex   # Trks  Video  Pinball  Description
  ---- ----- ------ ------- -------  -----------

  111  $006f   1       83.3    95.5  TK: It's a massacre!!

  120  $0078   1       96.3   110.4  TK: That was a dagger!
  121  $0079   1      122.2   140.2  TK: The nail in the coffin!

  131  $0083   1       56.9    65.3  TK: Not much there...
  132  $0084   1       39.3    45.1  TK: ... broken up ...

  137  $0089   1       43.1    49.4  TK: Big Play ...
  138  $008a   1      114.7   131.5  TK: It all comes down to this play

  140  $008c   1       56.9    65.3  TK: Can he get away with that?
  141  $008d   1       71.6    82.1  TK: ... with the late hit!
  142  $008e   1       89.6   102.7  TK: He's going postal
  143  $008f   1      102.1   117.1  TK: What the hell is wrong with that guy?!?
  144  $0090   1       92.9   106.6  TK: What the <bleep> is going on?!?
  145  $0091   1       57.3    65.8  TK: Holy <bleep>!!
  146  $0092   1       75.8    86.9  TK: Total Carnage!!
  147  $0093   1      119.3   136.8  TK: He'll be picking his teeth up for a week!
  148  $0094   1       83.3    95.5  TK: Holy <bleep>'in <bleep>!!
  149  $0095   1       92.5   106.1  TK: Unsportsmanlike Conduct
  150  $0096   1       32.6    37.4  TK: ... spins! ...
  151  $0097   1       49.0    56.2  TK: ... the stiff arm ...
  152  $0098   1       79.1    90.7  TK: ... just blows through!
  153  $0099   1       50.2    57.6  TK: ... busts through! ...
  154  $009a   1       61.9    71.0  TK: What a Move!!
  155  $009b   1       40.2    46.1  TK: ... leaping ...
  156  $009c   1       33.9    38.9  TK: ... jukes ...

  160  $00a0   1       50.2    57.6  TK: He could ...
  161  $00a1   1       25.5    29.3  TK: ... go ...
  162  $00a2   1       28.9    33.1  TK: ... all ... 
  163  $00a3   1       24.7    28.3  TK: ... the ...
  164  $00a4   1       40.6    46.6  TK: ... way!

Total 98 Playlists
 
NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 4


Region Table 

File         Size      Length   Length    Bitrate   Compression
Name         bytes     frames   seconds   kbit/sec  Parameters
-----------  --------  -------  --------  --------  -----------
BLEEP1           1562       62  0:00.476     26.24  HENRY -v5.00 -vb79 -vi7 -vt3 
TKAGAIN          2566      110  0:00.845     24.30  HENRY -v6.75 -vb47 -vi7 -vt1 
TKALL            2002       69  0:00.530     30.22  HENRY -v6.75 -vb47 -vi7 -vt1 
TKALLDWN         6836      274  0:02.104     25.99  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBADDC2         3090      117  0:00.899     27.51  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBADPSS         4452      205  0:01.574     22.62  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBEAUCH         4576      173  0:01.329     27.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBIGPLY         2456      103  0:00.791     24.84  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBLSTIM         2280      128  0:00.983     18.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBLWSTH         4176      189  0:01.452     23.02  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBRKNUP         2046       94  0:00.722     22.67  HENRY -v6.75 -vb47 -vi7 -vt1 
TKBSTSTH         2338      120  0:00.922     20.30  HENRY -v6.75 -vb47 -vi7 -vt1 
TKCMESUP         3162      112  0:00.860     29.41  HENRY -v6.75 -vb47 -vi7 -vt1 
TKCOULD          1434       56  0:00.430     26.67  HENRY -v6.75 -vb47 -vi7 -vt1 
TKCRCCH2         7128      248  0:01.905     29.94  HENRY -v6.75 -vb47 -vi7 -vt1 
TKDAGGER         4602      230  0:01.766     20.84  HENRY -v6.75 -vb47 -vi7 -vt1 
TKDIDHMR         6520      237  0:01.820     28.66  HENRY -v6.75 -vb47 -vi7 -vt1 
TKDSSTER         6216      217  0:01.667     29.84  HENRY -v6.75 -vb47 -vi7 -vt1 
TKDVNGCH         5532      220  0:01.690     26.19  HENRY -v6.75 -vb47 -vi7 -vt1 
TKEATBLL         4770      176  0:01.352     28.23  HENRY -v6.75 -vb47 -vi7 -vt1 
TKFIREST         2332       77  0:00.591     31.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKFKNSH          1066       33  0:00.253     33.65  HENRY -v6.75 -vb47 -vi7 -vt1 
TKFNGRCH         5840      238  0:01.828     25.56  HENRY -v6.75 -vb47 -vi7 -vt1 
TKFRDWNF         4534      168  0:01.290     28.11  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGETAWY         3896      136  0:01.044     29.84  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGLONG2         4656      149  0:01.144     32.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGNGFR2         3830      159  0:01.221     25.09  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGO             1806       61  0:00.468     30.84  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGOFLYN         4204      173  0:01.329     25.31  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGOPSTL         5584      214  0:01.644     27.18  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGOTMAN         3648      128  0:00.983     29.69  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGSSNOT         3130      119  0:00.914     27.40  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGTAHRT         5352      199  0:01.528     28.02  HENRY -v6.75 -vb47 -vi7 -vt1 
TKGTSAWY         3916      142  0:01.091     28.73  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHE             1528       54  0:00.415     29.48  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHEAVES         1952       67  0:00.515     30.35  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHEFIRE         2678      106  0:00.814     26.32  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHESOPN         4918      173  0:01.329     29.61  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHLMARY         9272      311  0:02.388     31.06  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHMMRD1         7334      271  0:02.081     28.19  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHOLYFS         2656       92  0:00.707     30.07  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHOLYSH         2764       95  0:00.730     30.31  HENRY -v6.75 -vb47 -vi7 -vt1 
TKHUGSCK         6282      233  0:01.789     28.08  HENRY -v6.75 -vb47 -vi7 -vt1 
TKIDKATC         4396      194  0:01.490     23.60  HENRY -v6.75 -vb47 -vi7 -vt1 
TKIDTHKW         5166      218  0:01.674     24.68  HENRY -v6.75 -vb47 -vi7 -vt1 
TKITAWAY         3860      147  0:01.129     27.35  HENRY -v6.75 -vb47 -vi7 -vt1 
TKJMPFIR         4128      146  0:01.121     29.45  HENRY -v6.75 -vb47 -vi7 -vt1 
TKJMPTHR         4246      157  0:01.206     28.17  HENRY -v6.75 -vb47 -vi7 -vt1 
TKJUKES          1496       81  0:00.622     19.24  HENRY -v6.75 -vb47 -vi7 -vt1 
TKKBOOM          2712      113  0:00.868     25.00  HENRY -v6.75 -vb47 -vi7 -vt1 
TKKBOOM2         3522      137  0:01.052     26.78  HENRY -v6.75 -vb47 -vi7 -vt1 
 
NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 5


Region Table (continued)

File         Size      Length   Length    Bitrate   Compression
Name         bytes     frames   seconds   kbit/sec  Parameters
-----------  --------  -------  --------  --------  -----------
TKKISGNG         3628      131  0:01.006     28.85  HENRY -v6.75 -vb47 -vi7 -vt1 
TKLATRLS         2118       92  0:00.707     23.98  HENRY -v6.75 -vb47 -vi7 -vt1 
TKLEAPNG         2244       96  0:00.737     24.35  HENRY -v6.75 -vb47 -vi7 -vt1 
TKLKING1         2392       97  0:00.745     25.69  HENRY -v6.75 -vb47 -vi7 -vt1 
TKLOBPS2         3324      145  0:01.114     23.88  HENRY -v6.75 -vb47 -vi7 -vt1 
TKLVLHIM         6432      236  0:01.812     28.39  HENRY -v6.75 -vb47 -vi7 -vt1 
TKMSSCRE         4734      198  0:01.521     24.91  HENRY -v6.75 -vb47 -vi7 -vt1 
TKMYBNOT         2420      110  0:00.845     22.92  HENRY -v6.75 -vb47 -vi7 -vt1 
TKNAILIN         7742      292  0:02.243     27.62  HENRY -v6.75 -vb47 -vi7 -vt1 
TKNAILRC         4802      182  0:01.398     27.48  HENRY -v6.75 -vb47 -vi7 -vt1 
TKNAILSM         6796      241  0:01.851     29.37  HENRY -v6.75 -vb47 -vi7 -vt1 
TKNOPRS2         2414      107  0:00.822     23.50  HENRY -v6.75 -vb47 -vi7 -vt1 
TKNOTMCH         3130      136  0:01.044     23.97  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOOHMAN         6232      222  0:01.705     29.24  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOOOH1          6122      197  0:01.513     32.37  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOOOHRT         7296      265  0:02.035     28.68  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOOOSEE         7626      263  0:02.020     30.20  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOUCH1          3326      124  0:00.952     27.94  HENRY -v6.75 -vb47 -vi7 -vt1 
TKOUTSTD         4450      195  0:01.498     23.77  HENRY -v6.75 -vb47 -vi7 -vt1 
TKPONBRD         5470      223  0:01.713     25.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKPURLCK         3632      162  0:01.244     23.35  HENRY -v6.75 -vb47 -vi7 -vt1 
TKRAINB2         4374      200  0:01.536     22.78  HENRY -v6.75 -vb47 -vi7 -vt1 
TKROLLSL         2736      119  0:00.914     23.95  HENRY -v6.75 -vb47 -vi7 -vt1 
TKROLLSR         2780      115  0:00.883     25.18  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSCKED2         2104      101  0:00.776     21.70  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSEETH2         5288      189  0:01.452     29.14  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSHDPSS         3164      143  0:01.098     23.05  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSHOSTR         5534      222  0:01.705     25.97  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSPINS1         1510       78  0:00.599     20.17  HENRY -v6.75 -vb47 -vi7 -vt1 
TKSTFFRM         2698      117  0:00.899     24.02  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTEETH          6194      285  0:02.189     22.64  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTHE            1636       59  0:00.453     28.88  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTHSCRN         2222       95  0:00.730     24.36  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTHTSHT         4714      187  0:01.436     26.26  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTKEXPT         5028      188  0:01.444     27.86  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTKSNAP         2272      102  0:00.783     23.20  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTODECK         4652      190  0:01.459     25.50  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTOOK2          7320      342  0:02.627     22.30  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTOTCRG         4636      181  0:01.390     26.68  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTOUTQB         5278      210  0:01.613     26.18  HENRY -v6.75 -vb47 -vi7 -vt1 
TKTSTGUD         4850      186  0:01.428     27.16  HENRY -v6.75 -vb47 -vi7 -vt1 
TKUNSPRT         5192      221  0:01.697     24.47  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWAY            2590       97  0:00.745     27.81  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWHTMOV         3488      148  0:01.137     24.55  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWHTTHF          998       49  0:00.376     21.22  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWHY            2662      105  0:00.806     26.41  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWIDOPN         3992      149  0:01.144     27.91  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWLTHIT         4678      171  0:01.313     28.50  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWRGGUY         6498      244  0:01.874     27.74  HENRY -v6.75 -vb47 -vi7 -vt1 
TKWTIME          2754      112  0:00.860     25.61  HENRY -v6.75 -vb47 -vi7 -vt1 
TKZINGS          2152       83  0:00.637     27.01  HENRY -v6.75 -vb47 -vi7 -vt1 
 
NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 6


Region Table (continued)

File         Size      Length   Length    Bitrate   Compression
Name         bytes     frames   seconds   kbit/sec  Parameters
-----------  --------  -------  --------  --------  -----------
TKZIPSIT         1920       76  0:00.584     26.32  HENRY -v6.75 -vb47 -vi7 -vt1 
 
NFL Blitz Video Game (c) 1997 Midway Games - DWF (10/04/97 13:08:55) page 7


Summary

Total Average Bitrate:  26.5 kbits/sec
Total Time:             2:04.485 minutes
Total Number of .CMP's: 103
Total Size of .CMP's:   403.02 kbytes
